LncRNA name,Cancer name,Expression pattern,Methods,Pubmed ID,No. of Transcript variants (lncRNAs),LncRNA aliases
UCA1,Hepatocellular Carcinoma,up-regulated,"qRT-PCR, Western blotting, in vitro knockdown, RIP etc.",31040354,1,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,Prostate Cancer,up-regulated,"qPCR, Luciferase reporter assay, RIP, Western blot",30940776,1,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,Prostate Cancer,up-regulated,"Western blotting, Luciferase Reporter Assay, RIP, qRT-PCR",31954329,1,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,Prostate Cancer,up-regulated,"qPCR, Western blot, RIP, Luciferase reporter assay",28209917,1,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,Prostate Cancer,up-regulated,"qPCR, RNAi, Western blot, Cell proliferation assay etc.",27902466,1,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,Prostate Cancer,up-regulated,"qPCR, RNAi, Western blot, RIP, Luciferase reporter assay, Cell proliferation assay etc.",28337266,1,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,Prostate Cancer,up-regulated,"qPCR, RNAi, Western blot etc.",26550172,1,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCA1,Prostate Cancer,down-regulated,"RNA-seq, Microarray, qPCR, RNAi, Northern blot etc.",23728290,1,CUDR; UCAT1; LINC00178; NCRNA00178; onco-lncRNA-36
UCHL1-AS1,Hepatocellular Carcinoma,down-regulated,qPCR,31938339,1,UCHL1-AS1
UNC5B-AS1,Ovarian Cancer,up-regulated,"RT-qPCR, Western blot, Dual Luciferase reporter analysis, RIP",31903696,1,UASR1
UNC5B-AS1,Prostate Cancer,up-regulated,Luciferase reporter assay etc,32196578,1,UASR1
UXT-AS1,Colorectal Cancer,up-regulated,"qPCR, Western blot",28401004,1,UXT antisense RNA 1;HSALNG0137731;HSALNG0137730;NONHSAG054395.2;NONHSAG054394.2;lnc-TIMP1-4;lnc-TIMP1-1
VCAN-AS1,Gastric Cancer,up-regulated,"qPCR, Western blot, RIP",31637706,1,VCAN antisense RNA 1;VCAN antisense RNA 1 (non-protein coding);CTC-348L14.1;NONHSAG040909.2;HSALNG0043145;VCAN-AS1;lnc-HAPLN1-2
VIM-AS1,Colorectal Cancer,up-regulated,"qPCR, Western blot, in vitro knockdown etc.",29656793,2,VIM antisense RNA 1;NONHSAG005320.2;HSALNG0076432;HSALNG0076434;NONHSAG005321.2;VIM-AS1
VPS9D1-AS1,Gastric Cancer,down-regulated,qPCR,29036784,1,MYU
VPS9D1-AS1,Non Small Cell Lung Cancer,up-regulated,qPCR,30119235,1,MYU
VPS9D1-AS1,Prostate Cancer,up-regulated,"RT-qPCR, Luciferase reporter assay",31918265,1,MYU
WASIR2,Lung Adenocarcinoma,differential expression,RNA-seq,31558162,1,NCRNA00286A
WDFY3-AS2,Ovarian Cancer,down-regulated,"qPCR, Western blot, Luciferase reporter assay, RIP",31347170,12,FBI4; C4orf12; NCRNA00247
WDFY3-AS2,Lung Adenocarcinoma,up-regulated,"qPCR, Western blot, Luciferase reporter assay, RIP etc",32275336,12,FBI4; C4orf12; NCRNA00247
WDFY3-AS2,Hepatocellular Carcinoma,differential expression,"qPCR, RNAi, Cell proliferation assay, Cell migration assay etc.",28194035,12,FBI4; C4orf12; NCRNA00247
WEE2-AS1,Hepatocellular Carcinoma,up-regulated,"qPCR, Western blot, other",30471857,1,WEE2 antisense RNA 1;HSALNG0061854;WEE2-AS1;NONHSAG048977.2
WT1-AS,Cervical Cancer,down-regulated,"qPCR, Western blot, RIP, luciferase reporter assay etc.",32319820,5,WIT1; WIT-1; WT1AS; WT1-AS1
WT1-AS,Cervical Cancer,down-regulated,"qPCR, Luciferase reporter assay",30720155,5,WIT1; WIT-1; WT1AS; WT1-AS1
WT1-AS,Cervical Squamous Cell Carcinoma,down-regulated,"RT-qPCR, Western-blot",31694597,5,WIT1; WIT-1; WT1AS; WT1-AS1
WT1-AS,Cervical Cancer,down-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, etc.",30666161,5,WIT1; WIT-1; WT1AS; WT1-AS1
WT1-AS,Gastric Cancer,down-regulated,qPCR etc.,26449525,5,WIT1; WIT-1; WT1AS; WT1-AS1
WT1-AS,Hepatocellular Carcinoma,down-regulated,"qPCR, Western blot, Luciferase reporter assay etc.",26462627,5,WIT1; WIT-1; WT1AS; WT1-AS1
"WT1AS",Colon Cancer,down-regulated,"Microarray, qPCR, RNA pull-down assay etc.",27821766,5,WIT1; WIT-1; WT1AS; WT1-AS1; WT1-AS
WWTR1-AS1,Head And Neck Squamous Cell Carcinoma,up-regulated,"qRT-PCR , Western blot , in vitro knockdown etc.",31172583,1,WWTR1 antisense RNA 1;WWTR1 antisense RNA 1 (non-protein coding);WWTR1-AS1;NONHSAG036362.2;HSALNG0029752
XIRP2-AS1,Colon Cancer,down-regulated,"qPCR, Western blot, RNAi, RIP, Microarray, Luciferase reporter assays, other",31410022,1,XIRP2 antisense RNA 1;XIRP2 antisense RNA 1 (non-protein coding);HSALNG0020186;XIRP2-AS1;NONHSAG029738.2
XIST,Colorectal Cancer,up-regulated,"qRT-PCR, Western blot, RIP",32061057,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Colorectal Cancer,up-regulated,"qPCR, Luciferase reporter assay, Western blot",30907503,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Colorectal Cancer,up-regulated,"qPCR, Luciferase reporter assay, Western blot, other",30439718,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Colorectal Cancer,up-regulated,"qPCR, other",31452526,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Colorectal Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP, etc.",30678736,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Colorectal Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, etc.",30656681,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Colon Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay etc.",29679755,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Colorectal Cancer,up-regulated,"qRT-PCR, Western blot, Luciferase reporter assay, in vitro knockdown",29495975,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Colorectal Cancer,up-regulated,"qPCR, Western blot",29137332,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Colorectal Cancer,differential expression,"Microarray, FISH etc.",17143621,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Colorectal Cancer,up-regulated,"qPCR, Western blot etc.",28730777,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Colorectal Cancer,down-regulated,"Microarray, qPCR etc.",29484395,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Colorectal Cancer,down-regulated,"qPCR, Western blot",28837144,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Epithelial Ovarian Cancer,up-regulated,qPCR,31564909,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Ovarian Cancer,down-regulated,"qPCR, Dual luciferase reporter assay, Western blotting",31930432,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Epithelial Ovarian Cancer,up-regulated,"qPCR, Luciferase reporter assay, other",30207107,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Ovarian Cancer,down-regulated,"Microarray, qPCR etc.",17143508,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Ovarian Cancer,down-regulated,"Microarray, qPCR etc.",12492109,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Pancreatic Cancer,up-regulated,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",31163263,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Pancreatic Cancer,up-regulated,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",31013436,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Pancreatic Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay",31213574,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Pancreatic Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay etc.",29371940,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Pancreatic Cancer,up-regulated,"qPCR, Luciferase reporter assay, Cell proliferation assay, MTT assay etc.",28295543,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Pancreatic Cancer,up-regulated,"qPCR, RNAi, in vitro knockdown, Luciferase reporter assay etc.",29393501,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Cervical Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",29909347,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Cervical Cancer,up-regulated,"qPCR, Luciferase reporter assay, Western blot",30858762,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Cervical Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, etc.",29909347,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Gastric Cancer,down-regulated,qRT-PCR etc.,30990001,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Gastric Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown etc.",29053187,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Gastric Cancer,up-regulated,"qPCR, Western blot , RIP, Luciferase reporter assay etc.",29212249,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Gastric Cancer,up-regulated,"qPCR, RNAi, Western blot, RIP, Luciferase reporter assay, MTT assay etc.",27911852,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Gastric Cancer,up-regulated,"qPCR, RNAi, Western blot, Luciferase reporter assay, Cell proliferation assay etc.",27620004,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Laryngeal Squamous Cell Cancer,up-regulated,"qRT-PCR, Western blot",32149330,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Nasopharyngeal Cancer,up-regulated,"qPCR, Western blot, luciferase reporter assay etc",32196601,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Laryngeal Squamous Cell Cancer,up-regulated,"RT-PCR, luciferase reporter assays, Western blot analysis",31894287,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Nasopharyngeal Cancer,up-regulated,"RT-qPCR, Western blot assay, Luciferase reporter assay, RIP",31810117,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Laryngeal Squamous Cell Cancer,up-regulated,"qRT-PCR , Luciferase reporter assay , Western blot , in vitro knockdown etc.",31071316,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Nasopharyngeal Cancer,up-regulated,"qPCR, Luciferase reporter assay, Western blot etc.",28985197,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Nasopharyngeal Cancer,up-regulated,"qPCR, Western blot etc.",29219216,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Nasopharyngeal Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay etc.",27461945,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",29812958,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, RIP etc",32209729,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot",31553952,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Lung Adenocarcinoma,up-regulated,"qRT-PCR, Dual luciferase reporter assay, RIP, Western blot analysis,",31968395,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,"RT-qPCR, Western blot, Luciferase reporter assay, RIP",31659146,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay",31292221,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",31646569,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay",31632587,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Lung Adenocarcinoma,up-regulated,"qPCR, Western blot, RNAi, Luciferase reporter assays etc.",28961027,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot",29130102,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,qPCR etc.,26339353,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, in vitro knockdown, RNAi, RIP etc.",29339211,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, RIP etc.",29337100,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,"qPCR, RNAi, Western blot, Cell migration and invasion assay, CCK-8 assay etc.",28248928,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, RNAi, Luciferase reporter assay",28448993,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot, RNA pull-down assay etc.",27501756,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Non Small Cell Lung Cancer,up-regulated,"qPCR, western blot, Luciferase reporter assays etc.",29812958,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Hepatocellular Carcinoma,up-regulated,"qPCR , in vitro knockdown, Luciferase reporter assay etc",31799653,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Hepatocellular Carcinoma,down-regulated,"qPCR, Dual luciferase reporter assay",30091314,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Hepatocellular Carcinoma,down-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown",31384173,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Hepatocellular Carcinoma,differential expression,qPCR etc.,27100897,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Hepatocellular Carcinoma,down-regulated,qPCR etc.,27776968,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Hepatocellular Carcinoma,down-regulated,"qPCR, Western blot, Luciferase reporter assay etc.",29227532,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Hepatocellular Carcinoma,up-regulated,"qPCR, RNAi, Western blot, RIP, Luciferase reporter assay etc.",28231734,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Hepatocellular Carcinoma,differential expression,"qPCR, Western blot etc.",28388883,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Prostate Cancer,down-regulated,"qPCR, Luciferase reporter assays, Western blot etc.",29212233,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XIST,Prostate Cancer,up-regulated,"qPCR, Southern blot etc.",16261845,1,SXI1; swd66; DXS1089; DXS399E; LINC00001; NCRNA00001
XLOC_000303,Cervical Cancer,up-regulated,qPCR,30134241,7,LINC01057; XLOC_000303; SLC44A3-AS1
"XLOC_000303",Colorectal Cancer,up-regulated,"Microarray, qPCR etc.",26328256,7,LINC01057; XLOC_000303; SLC44A3-AS1
"XLOC_005327",Prostate Cancer,up-regulated,"Microarray, qPCR, RNA-FISH etc.",25307116,1,XLOC_005327; TCONS_00011314; LINC01564
"XLOC_005327",Prostate Cancer,up-regulated,"Microarray, qPCR, RNAi etc.",25513185,1,XLOC_005327; TCONS_00011314; LINC01564
"XLOC_006844",Colorectal Cancer,up-regulated,"Microarray, qPCR etc.",26328256,1,C8orf23; NCRNA00249; XLOC_006844; LINC01617
XLOC_007697,Prostate Cancer,up-regulated,"Microarray, qPCR, RNA-FISH etc.",25307116,1,uncharacterized LOC105500239;lnc-SPATA31A6-60;NONHSAG052316.2
XLOC_007697,Prostate Cancer,up-regulated,"Microarray, qPCR, RNAi etc.",25513185,1,uncharacterized LOC105500239;lnc-SPATA31A6-60;NONHSAG052316.2
XLOC_008559,Prostate Cancer,up-regulated,"Microarray, qPCR, RNA-FISH etc.",25307116,1,uncharacterized LOC105378427;lnc-RPP30-2;HSALNG0079635;NONHSAG006512.2;HSALNG0079639
XLOC_008559,Prostate Cancer,up-regulated,"Microarray, qPCR, RNAi etc.",25513185,1,uncharacterized LOC105378427;lnc-RPP30-2;HSALNG0079635;NONHSAG006512.2;HSALNG0079639
XLOC_009911,Prostate Cancer,up-regulated,"Microarray, qPCR, RNA-FISH etc.",25307116,1,uncharacterized LOC105500240;HSALNG0094550;lnc-HNF1A-1;NONHSAG012533.2
XLOC_009911,Prostate Cancer,up-regulated,"Microarray, qPCR, RNAi etc.",25513185,1,uncharacterized LOC105500240;HSALNG0094550;lnc-HNF1A-1;NONHSAG012533.2
"XLOC_010588",Colorectal Cancer,up-regulated,"qPCR, Western blot, in vitro knockdown etc.",29436686,1,LINC01071; XLOC_010588; TUSC8
"XR_944502.1 ",Hepatocellular Carcinoma,down-regulated,"Microarray, qPCR, RNAi etc.",27285756,1,alpha-2-macroglobulin;FWP007;S863-7;CPAMD5;A2MD;C3 and PZP-like alpha-2-macroglobulin domain-containing protein 5;alpha-2-M;Alpha-2-macroglobulin;Alpha-2-M; GLT1D1_Variant 2
YWHAE,Colorectal Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay",31238337,1,MDS; HEL2; MDCR; KCIP-1; 14-3-3E
ZDHHC8P1,Colorectal Cancer,up-regulated,qPCR,30840269,1,ZDHHC8P
ZEB1-AS1,Colorectal Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, in vitro knockdown, RIP",29886791,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB1-AS1,Colorectal Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay etc",32190742,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB1-AS1,Colorectal Cancer,up-regulated,"qRT-PCR, Western blot, Luciferase reporter assay, in vitro knockdown",29511455,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB1-AS1,Colorectal Cancer,up-regulated,"qPCR, Western blot etc.",28618933,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB1-AS1,Colorectal Cancer,up-regulated,"Flow cytometry assay, qPCR, Western blot, etc.",29886791,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB1-AS1,Cervical Cancer,up-regulated,"qPCR, Western blot, other",30425516,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB1-AS1,Cervical Cancer,up-regulated,"qPCR, Western blot, other",30253398,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB1-AS1,Gastric Cancer,up-regulated,qPCR,29771411,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB1-AS1,Gastric Cancer,up-regulated,"qPCR, Western blot etc.",29113674,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB1-AS1,Gastric Cancer,up-regulated,"qPCR, Luciferase reporter assay, RIP",29215918,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB1-AS1,Liver Cancer,up-regulated,"qRT-PCR, Western blotting etc.",30988735,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB1-AS1,Hepatocellular Carcinoma,up-regulated,"Microarray, qPCR etc.",27894309,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB1-AS1,Hepatocellular Carcinoma,up-regulated,"Microarray, qPCR, RNAi etc.",26073087,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB1-AS1,Prostate Cancer,up-regulated,"qPCR, Western blot etc",32275162,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB1-AS1,Prostate Cancer,up-regulated,"Western blot, Luciferase reporter, RIP",28830551,6,ZEB1 antisense RNA 1;ZEB1 antisense RNA 1 (non-protein coding);HSALNG0077083;NONHSAG005548.2;ZEB1-AS1
ZEB2-AS1,Colorectal Cancer,up-regulated,"qRT-PCR, Western blot",31755734,1,ZEB2AS; ZEB2-AS; ZEB2NAT
ZEB2-AS1,Colorectal Cancer,up-regulated,"qPCR, Luciferase reporter assay etc",32277632,1,ZEB2AS; ZEB2-AS; ZEB2NAT
ZEB2-AS1,Colon Cancer,up-regulated,"qRT-PCR, Western blot",31698657,1,ZEB2AS; ZEB2-AS; ZEB2NAT
ZEB2-AS1,Pancreatic Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, RIP etc.",29753015,1,ZEB2AS; ZEB2-AS; ZEB2NAT
ZEB2-AS1,Head And Neck Squamous Cell Carcinoma,up-regulated,"qPCR, Western blot",30950191,1,ZEB2AS; ZEB2-AS; ZEB2NAT
ZEB2-AS1,Non Small Cell Lung Cancer,up-regulated,"qPCR, Western blot etc",32329850,1,ZEB2AS; ZEB2-AS; ZEB2NAT
ZEB2-AS1,Non Small Cell Lung Cancer,up-regulated,"qRT-PCR, Western blot analysis, RIP",31695021,1,ZEB2AS; ZEB2-AS; ZEB2NAT
ZEB2-AS1,Lung Cancer,up-regulated,"qPCR, Western blot, in vitro knockdown, etc.",31497237,1,ZEB2AS; ZEB2-AS; ZEB2NAT
ZEB2-AS1,Lung Cancer,up-regulated,"Western blot, in vitro knockdown etc.",29552161,1,ZEB2AS; ZEB2-AS; ZEB2NAT
ZEB2-AS1,Hepatocellular Carcinoma,up-regulated,"qPCR, RNAi, Western blot, Cell proliferation assay etc.",27748842,1,ZEB2AS; ZEB2-AS; ZEB2NAT
ZFAS1,Colorectal Cancer,up-regulated,"qPCR, Western blot, Luciferase reporter assay, RIP, RNAi, other",30250022,5,HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275
ZFAS1,Colorectal Cancer,up-regulated,"qPCR, Luciferase reporter assay, in vitro knockdown",31295229,5,HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275
ZFAS1,Colon Cancer,up-regulated,"qPCR, Western blot, Flow cytometry assay, Cell proliferation assay etc.",27862275,5,HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275
ZFAS1,Colorectal Cancer,up-regulated,"qPCR, Luciferase reporter assay",29179614,5,HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275
ZFAS1,Colorectal Cancer,up-regulated,qPCR,28406230,5,HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275
ZFAS1,Colorectal Cancer,up-regulated,"qPCR, RNAi, Cell migration and invasion assay etc.",27461828,5,HSUP1; HSUP2; C20orf199; ZNFX1-AS1; NCRNA00275
